Row Label,County,Maintained,Registered Voters,Repealed,Times Blank Voted,Times Counted,Times Over Voted
RNT 11-0981,KI,192,794,175,32,399,0
RNT 11-0980,KI,36,333,48,6,90,0
AUB 47-2573,KI,170,679,182,39,391,0
KEN 33-0578,KI,99,501,86,22,207,0
KEN 33-0576,KI,74,394,77,14,165,0
KEN 33-0577,KI,65,371,84,21,170,0
KEN 33-0575,KI,45,413,97,11,153,0
BERRYDALE,KI,115,505,137,25,277,0
LOUIE,KI,115,512,98,23,236,0
M-V 05-3600,KI,161,616,65,44,270,0
M-V 05-3601,KI,131,496,78,30,239,0
BEL 41-0733,KI,170,718,103,42,315,0
GOLDFINCH,KI,102,281,41,22,165,0
ENM 31-0409,KI,85,379,89,22,196,0
LAKE RETREAT,KI,158,654,157,32,347,0
CLOVER,KI,143,594,130,26,299,0
SEA 37-1898,KI,125,285,19,14,158,0
RNT 11-1125,KI,114,661,130,24,268,0
HERON,KI,104,424,108,10,222,0
COV 47-3597,KI,75,293,61,14,150,0
RNT 33-2472,KI,137,587,96,19,252,0
CHINOOK,KI,166,671,161,30,357,0
SEA 34-1476,KI,103,273,46,21,170,0
AUB 31-3299,KI,80,248,67,8,155,0
SEA 34-1474,KI,161,402,48,18,227,0
BROKEN HILL,KI,124,639,115,29,268,0
SEA 11-1600,KI,159,550,65,33,257,0
SEA 43-1787,KI,182,564,68,27,277,0
SEA 11-1602,KI,198,598,69,21,288,0
SEA 34-1475,KI,109,311,42,25,176,0
SEA 34-1543,KI,142,327,57,19,218,0
SEA 34-1540,KI,111,333,46,19,176,0
SEA 34-1541,KI,124,380,79,32,235,0
SEA 34-1472,KI,108,239,47,16,171,0
SALISH,KI,257,674,127,34,418,0
SEA 43-1788,KI,380,807,131,69,580,0
SEA 34-1473,KI,110,319,55,15,180,0
ALG 30-0014,KI,86,486,126,17,229,0
KIR 01-0019,KI,245,752,146,42,433,0
SEA 37-3666,KI,68,422,46,14,128,0
SEA 34-1470,KI,212,677,97,43,352,0
ALG 30-0013,KI,67,467,73,13,153,0
CALHOUN,KI,92,574,129,15,236,0
RED 48-3475,KI,100,356,87,23,210,0
COLVOS,KI,104,250,28,21,153,0
RNT 11-0502,KI,147,703,157,42,346,0
LFP 46-1075,KI,126,366,73,18,217,0
SEA 32-2206,KI,159,412,69,38,266,0
SEA 46-2316,KI,146,411,60,33,239,0
SEA 32-2204,KI,144,339,65,21,230,0
SEA 46-2314,KI,155,337,41,21,217,0
SEA 32-2202,KI,151,436,67,32,250,0
COV 47-3581,KI,92,385,75,13,180,0
SEA 32-2200,KI,192,385,53,18,263,0
SEA 32-2201,KI,226,463,58,30,315,1
BEL 48-0207,KI,118,327,53,14,186,1
BEL 48-0201,KI,186,512,77,30,293,0
SEA 32-2208,KI,156,350,40,28,224,0
SEA 32-2209,KI,256,599,98,48,402,0
SEA 34-1438,KI,129,328,57,23,209,0
SEA 34-1439,KI,131,369,58,31,220,0
SEA 34-1432,KI,134,331,53,31,218,0
SEA 34-1433,KI,134,319,50,24,208,0
KEN 47-3323,KI,102,459,104,12,218,0
SEA 34-1431,KI,131,308,52,20,203,0
SEA 34-1436,KI,92,362,50,14,156,0
SEA 34-1437,KI,137,498,80,37,254,0
SEA 34-1434,KI,108,271,57,18,183,0
SEA 34-1435,KI,115,299,39,24,178,0
KEN 47-2403,KI,78,466,79,14,171,0
SAM 41-3638,KI,214,717,103,29,346,0
SAM 45-2564,KI,239,749,125,54,418,0
FAIRMONT,KI,114,394,71,31,216,0
CHALLENGER,KI,104,293,61,20,185,0
BEL 48-0149,KI,144,416,68,22,234,0
BEL 48-0142,KI,86,299,59,14,159,0
BEL 48-0143,KI,77,291,56,19,152,0
BEL 48-0140,KI,138,425,73,23,234,0
BEL 48-0146,KI,92,298,55,26,173,0
BEL 48-0147,KI,120,444,61,26,207,0
BEL 48-0144,KI,102,320,46,21,169,0
BEL 48-0145,KI,85,274,38,14,137,0
SEA 46-2228,KI,148,486,58,28,234,0
SEA 46-2221,KI,179,513,85,34,298,0
DES 30-1227,KI,184,635,155,39,378,0
SHL 32-2753,KI,82,465,76,26,184,0
DANIEL,KI,160,574,136,27,323,0
ISS 05-2806,KI,155,399,56,32,243,0
SAM 45-3412,KI,245,738,123,38,406,0
JAY,KI,155,492,101,24,280,0
SHL 32-1210,KI,176,535,81,27,284,0
SEA 37-1944,KI,205,754,89,32,326,0
SEA 36-1386,KI,143,315,47,23,213,0
SEA 36-1387,KI,196,462,65,28,289,0
SEA 36-1384,KI,165,309,51,12,228,0
SEA 36-1385,KI,113,243,39,23,175,0
AUB 31-0082,KI,65,403,114,24,203,0
AUB 31-0083,KI,117,487,89,23,229,0
AUB 31-0080,KI,200,830,185,29,414,0
AUB 31-0081,KI,66,457,108,25,199,0
SEA 36-1388,KI,149,337,35,36,220,0
SEA 36-1389,KI,112,259,35,16,163,0
TUK 11-3393,KI,51,347,58,10,119,0
HONEY,KI,19,102,35,3,57,0
KEN 33-3332,KI,214,863,199,24,437,0
KEN 47-0798,KI,166,742,186,42,394,0
SET 33-3069,KI,85,353,65,19,169,0
SET 33-3068,KI,113,464,92,22,228,1
SKY 39-1091,KI,34,130,33,7,74,0
SET 33-3066,KI,93,491,65,21,179,0
KEN 33-3445,KI,100,375,74,14,188,0
SET 33-3064,KI,78,468,72,17,167,0
SET 33-3063,KI,71,330,90,12,173,0
SET 33-3062,KI,74,316,69,12,155,0
SET 33-3061,KI,84,340,59,23,166,0
SEA 37-1630,KI,106,309,44,19,169,0
KEN 33-2426,KI,161,550,115,22,298,0
SEA 43-1976,KI,63,242,21,10,94,0
SHL 32-1106,KI,177,585,94,28,299,0
BEL 41-2554,KI,220,645,78,45,343,0
SEA 43-3320,KI,161,515,54,26,241,0
SHL 32-1101,KI,97,301,36,24,157,0
SEA 37-1622,KI,113,578,84,29,226,0
BUR 33-0805,KI,121,591,122,27,270,0
SEA 36-1709,KI,111,359,28,15,154,0
COOPER,KI,159,473,93,26,278,0
SEA 36-1702,KI,246,606,83,43,372,0
SEA 36-1703,KI,199,530,99,42,340,0
SEA 36-1700,KI,137,383,57,14,208,0
DOLPHIN,KI,108,275,59,16,183,0
SEA 36-1704,KI,165,640,54,32,251,0
SEA 46-2094,KI,131,283,31,16,178,0
SEA 46-2095,KI,144,279,22,21,187,0
SEA 46-2096,KI,125,230,15,22,162,0
SEA 46-2097,KI,187,400,40,30,257,0
SEA 46-2090,KI,178,494,56,28,262,0
SEA 46-2091,KI,198,451,35,32,265,0
SEA 46-2092,KI,177,311,27,21,225,0
SEA 36-2750,KI,121,458,52,25,198,0
SEA 34-1497,KI,189,728,113,34,336,0
SEA 46-2098,KI,198,436,50,37,285,0
DOLLOFF,KI,103,412,98,22,223,0
LOIS,KI,116,566,106,15,237,0
SHL 32-0538,KI,115,425,84,20,219,0
SEA 46-2263,KI,272,599,60,64,396,0
BEL 48-3166,KI,142,561,93,43,278,0
SHL 32-0530,KI,96,282,64,19,179,0
BEL 48-3498,KI,88,239,53,12,153,0
AUB 31-0069,KI,66,314,78,15,159,0
SEA 36-2147,KI,243,489,59,36,338,0
SEA 36-2146,KI,131,338,42,26,199,0
AUB 31-0062,KI,150,660,157,25,332,0
AUB 31-0063,KI,53,279,62,15,130,0
AUB 31-0064,KI,53,408,68,3,125,1
AUB 31-0065,KI,53,288,61,11,125,0
COV 47-3244,KI,92,466,92,20,204,0
SEA 46-2345,KI,136,294,37,23,196,0
ALDERWOOD,KI,165,440,83,36,284,0
RED 45-2643,KI,154,433,71,29,254,0
BEL 41-3291,KI,99,292,39,21,159,0
SEA 37-1920,KI,233,574,76,30,339,0
SEA 37-1925,KI,81,319,55,17,153,0
SEA 37-1927,KI,132,409,63,21,216,0
RNT 11-2816,KI,163,578,98,36,297,0
SEA 43-1999,KI,172,439,61,37,270,0
SEA 43-1993,KI,99,238,30,18,147,0
SEA 43-1992,KI,258,652,113,39,410,0
SEA 43-1991,KI,308,839,116,62,487,1
SEA 43-1990,KI,148,458,73,39,260,0
SEA 43-1997,KI,136,295,40,18,194,0
SEA 43-1996,KI,139,298,28,26,193,0
SEA 43-1995,KI,121,244,23,19,163,0
SEA 43-1994,KI,149,295,29,19,197,0
RNT 11-3224,KI,120,457,71,23,214,0
BUR 34-0025,KI,166,734,146,40,352,0
RNT 11-3223,KI,48,294,56,10,114,0
RNT 11-3222,KI,126,581,131,38,295,0
MARCEL,KI,106,371,82,19,207,0
RNT 11-2607,KI,95,631,82,19,196,0
SAM 45-3388,KI,216,698,125,48,389,0
SAM 45-3389,KI,289,762,136,35,460,0
SEA 43-3685,KI,110,258,30,18,158,0
DES 33-1078,KI,68,354,67,15,150,0
SAM 45-3386,KI,221,784,125,52,398,0
SAM 45-3387,KI,119,402,90,35,244,0
LAKERIDGE,KI,227,751,154,30,411,0
BEL 41-3583,KI,242,675,103,41,386,0
BEL 41-0129,KI,85,316,51,12,148,0
BEL 41-0128,KI,183,494,77,35,295,0
MCDONALD,KI,122,525,119,44,285,0
BEL 41-0124,KI,183,505,86,39,308,0
BEL 41-0123,KI,190,748,103,30,323,0
BEL 41-0122,KI,117,391,67,29,213,0
BEL 41-0121,KI,140,501,74,17,231,0
BEL 41-0120,KI,95,248,43,19,157,0
SNQ 05-3151,KI,150,627,119,28,297,0
RNT 11-3359,KI,91,487,83,14,188,0
RNT 11-0992,KI,53,295,66,8,127,0
RNT 11-0990,KI,84,448,97,18,199,0
RNT 11-0996,KI,118,562,106,33,257,0
RNT 11-0997,KI,147,875,130,51,328,0
RNT 11-3643,KI,75,363,83,22,180,0
RNT 11-0998,KI,84,363,71,16,171,0
WAXWING,KI,113,295,48,17,178,0
KEN 33-0583,KI,95,371,84,24,203,0
KEN 33-0582,KI,179,843,130,50,359,0
KEN 33-0581,KI,127,684,148,35,311,1
KEN 33-0587,KI,98,470,96,15,209,0
KEN 33-0586,KI,132,437,94,30,256,0
KEN 33-0585,KI,103,569,106,15,224,0
KEN 33-0588,KI,77,317,63,17,157,0
HUCKLEBERRY,KI,120,420,97,10,227,0
SEA 43-3595,KI,206,535,66,50,322,0
MINK ROAD,KI,137,424,99,24,260,0
RED 45-3282,KI,246,707,137,41,425,1
RED 45-3281,KI,188,633,90,34,312,0
LFP 46-0397,KI,128,397,56,20,204,0
BUR 33-0251,KI,82,386,74,18,174,0
SHL 32-0844,KI,190,431,62,24,276,0
SEA 43-1379,KI,139,263,20,28,187,0
SEA 43-1378,KI,171,308,25,23,219,0
SEA 43-1377,KI,147,330,37,23,207,0
SEA 43-1376,KI,238,541,44,30,312,0
SEA 43-1375,KI,168,327,28,26,222,0
SEA 43-1374,KI,147,295,31,27,205,0
SEA 43-1373,KI,189,335,30,24,243,0
SEA 43-1372,KI,182,335,28,14,224,0
SEA 43-1371,KI,122,288,29,15,166,0
SEA 43-1370,KI,185,332,33,19,237,0
LFP 46-0400,KI,196,519,79,40,315,0
ISS 05-3464,KI,227,829,105,44,376,0
HUTCHINSON,KI,225,678,163,39,427,0
BEL 41-1052,KI,165,462,64,28,257,0
SAWYER,KI,182,594,144,56,382,0
SAM 41-3607,KI,144,498,88,27,259,0
SEA 11-1639,KI,102,551,65,26,193,0
SEA 43-3665,KI,109,379,57,18,184,0
KEN 47-2939,KI,61,314,52,8,121,0
NOVELTY,KI,179,605,127,30,336,0
BUR 34-1047,KI,163,744,151,41,355,0
BEL 41-2970,KI,222,714,119,43,384,0
SEA 43-1368,KI,142,292,22,20,184,0
MAY VALLEY,KI,107,492,116,23,246,0
BEL 48-0212,KI,172,620,106,25,303,0
BEL 48-0213,KI,77,395,87,10,175,1
SEA 46-2306,KI,134,307,39,22,195,0
SEA 46-2127,KI,172,494,71,35,278,0
BEL 48-0216,KI,81,256,46,13,140,0
BEL 48-0217,KI,104,404,69,11,184,0
BEL 48-0214,KI,62,274,57,11,130,0
SEA 46-2303,KI,200,422,47,37,284,0
BEL 48-0218,KI,208,546,91,39,338,0
SEA 46-2308,KI,157,377,52,21,230,0
SEA 46-2309,KI,120,300,38,26,184,0
GRASS LAKE,KI,134,374,86,15,235,0
SEA 34-1449,KI,127,367,57,29,213,0
RNT 11-0456,KI,163,635,98,30,291,0
SEA 34-1446,KI,141,398,61,35,237,0
SEA 34-1444,KI,228,595,95,42,365,0
SEA 34-1443,KI,178,380,66,22,266,0
SEA 11-1256,KI,145,627,78,19,242,0
SEA 34-1441,KI,110,264,37,9,156,0
SEA 34-1440,KI,90,242,37,22,149,0
SEA 43-1367,KI,186,375,38,29,253,0
SEA 43-2088,KI,215,694,85,61,361,0
SEA 43-2089,KI,40,341,15,10,65,0
SHADOW LAKE,KI,144,610,156,34,334,0
SEA 43-2084,KI,342,668,62,41,445,0
SEA 43-2081,KI,18,385,15,2,35,0
SEA 43-1361,KI,180,417,32,26,238,0
KEN 47-2599,KI,171,748,149,25,345,0
BEL 48-0138,KI,109,393,62,8,179,0
BEL 48-0136,KI,59,274,44,10,113,0
BEL 48-0135,KI,67,256,48,12,127,0
BEL 48-0134,KI,82,324,50,11,143,0
BEL 48-0133,KI,79,307,37,27,143,0
BEL 48-0132,KI,82,249,39,13,134,0
AUB 31-3405,KI,158,662,128,36,322,0
SEA 46-2231,KI,260,619,71,35,366,0
SEA 46-2234,KI,112,274,49,21,182,0
SEA 46-2236,KI,139,350,52,27,218,0
SEA 46-2796,KI,125,456,69,35,229,0
SQUAK MOUNTAIN,KI,46,188,56,13,115,0
DES 33-3131,KI,42,266,69,8,119,0
SNQ 05-3558,KI,128,487,78,30,236,0
SEA 46-2153,KI,126,492,71,34,231,0
SEA 46-2152,KI,117,378,53,22,192,0
LAKELAND,KI,119,527,109,20,248,0
AUB 47-0328,KI,231,684,140,26,397,0
KEN 47-1034,KI,158,745,158,40,356,0
FAIRGLEN,KI,142,442,91,25,258,0
GENEVA,KI,103,408,97,17,218,1
KEN 11-3403,KI,127,549,106,31,264,0
SET 33-3075,KI,39,289,68,9,116,0
SET 33-3076,KI,138,623,136,36,310,0
SET 33-3070,KI,83,340,72,18,173,0
AUB 30-0046,KI,65,351,90,14,169,0
SEA 36-1288,KI,187,391,44,34,265,0
SEA 36-1287,KI,362,733,75,44,481,0
SEA 36-1286,KI,182,439,33,39,254,0
ENM 31-0411,KI,174,765,202,34,410,0
SHL 32-0444,KI,172,438,68,20,260,0
SEA 37-1652,KI,97,287,50,10,157,0
SEA 37-1651,KI,131,736,102,23,256,0
SEA 37-1650,KI,107,260,38,30,175,0
SEA 36-1775,KI,211,711,77,39,327,0
SEA 36-1774,KI,226,494,78,43,347,0
BUR 33-0818,KI,156,753,137,26,319,0
SEA 36-1772,KI,172,534,81,31,284,0
SEA 36-1771,KI,158,487,62,28,248,0
SEA 36-1770,KI,116,234,21,22,159,0
SERENIDAD,KI,151,746,146,20,317,0
ISS 41-3533,KI,140,507,78,36,254,0
AUB 47-0072,KI,140,525,122,27,289,0
AUB 47-0073,KI,95,687,126,23,244,0
AUB 47-0074,KI,137,569,129,28,294,0
GROUSEMONT,KI,253,593,108,35,396,0
REGAL,KI,166,788,123,32,321,0
RED 45-2410,KI,318,822,147,68,533,0
SAM 45-2620,KI,175,491,105,25,305,0
KMR 46-2444,KI,132,418,76,29,237,0
SEA 43-3262,KI,124,306,46,7,177,0
M-I 41-2808,KI,114,263,48,26,188,0
M-I 41-2809,KI,95,240,34,23,152,0
RED 45-2659,KI,42,154,36,11,89,0
AUB 31-0054,KI,98,527,94,22,214,0
AUB 31-0051,KI,74,530,84,8,166,0
AUB 31-0050,KI,81,421,88,19,188,0
M-I 41-0790,KI,86,246,38,23,147,0
KRAIN,KI,175,565,170,27,372,0
SEA 43-1783,KI,165,455,56,22,243,0
SEA 43-3570,KI,284,1056,110,35,429,0
SEA 46-2300,KI,203,490,79,45,327,0
SEA 36-3605,KI,147,535,83,19,249,0
SEA 37-1937,KI,144,293,39,29,212,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 37-1935,KI,147,291,28,29,204,0
SEA 37-1932,KI,133,416,49,36,218,0
SEA 37-1930,KI,269,738,80,42,391,0
SEA 37-1938,KI,186,394,39,22,247,0
KIR 45-0925,KI,93,312,62,12,167,0
SEA 37-1915,KI,189,384,42,29,260,0
SEA 43-1982,KI,201,501,45,20,266,0
SEA 43-1983,KI,218,497,52,43,313,0
TUK 11-3614,KI,12,56,8,8,28,0
SEA 43-1986,KI,120,278,25,18,163,0
LFP 46-0092,KI,184,646,119,38,341,0
MATTHEW,KI,119,461,94,30,243,0
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,12,38,4,1,17,0
ASPEN GLEN,KI,135,396,74,23,232,0
BUR 33-0009,KI,56,277,48,15,119,0
BEL 41-0131,KI,91,417,62,25,178,0
SEA 43-1863,KI,187,475,44,24,255,0
BEL 41-3621,KI,189,525,71,31,291,0
BUR 33-1067,KI,200,866,170,57,427,0
BEL 41-3330,KI,84,309,45,17,146,0
TUK 11-2752,KI,120,490,106,23,249,0
BAKER,KI,210,599,94,43,347,0
SNQ 05-3513,KI,244,896,172,47,463,0
TUK 11-2751,KI,66,273,63,7,136,0
KEN 33-0590,KI,183,755,159,30,372,0
KEN 33-0591,KI,67,274,57,16,140,0
KEN 33-0592,KI,36,208,36,9,81,0
KEN 33-0593,KI,81,231,51,8,140,0
KEN 33-0594,KI,63,366,96,30,189,0
KEN 33-0595,KI,67,488,61,11,139,0
KEN 33-0596,KI,139,550,122,28,289,0
KEN 33-0597,KI,98,688,127,14,239,0
KEN 33-0598,KI,90,473,99,12,201,0
ISS 05-3504,KI,164,610,69,34,267,0
ISS 05-3503,KI,122,504,79,39,240,0
ANGELO,KI,118,425,86,28,232,0
SEA 46-2056,KI,154,330,46,28,228,0
BUR 34-1116,KI,97,387,79,16,192,0
SEA 46-2057,KI,217,443,55,38,310,0
BEL 41-0220,KI,160,420,80,22,262,0
SHL 32-0875,KI,181,557,91,43,315,0
FED 30-3085,KI,113,416,105,39,257,0
LFP 46-0655,KI,257,679,119,50,426,0
LFP 46-0654,KI,201,471,87,19,307,0
LFP 46-0653,KI,179,412,74,32,285,0
LFP 46-0652,KI,91,230,38,27,156,0
LFP 46-0650,KI,148,354,56,17,221,0
KEN 47-3189,KI,98,732,96,12,206,0
SEA 43-1369,KI,115,285,24,26,165,0
SEA 43-1364,KI,241,535,44,36,321,0
NEW 41-3241,KI,230,699,112,31,373,0
SEA 43-1366,KI,151,287,16,19,186,0
LITTLE SOOS,KI,127,463,122,19,268,0
SEA 43-1360,KI,276,622,57,46,379,0
KEN 47-3180,KI,78,541,94,15,187,0
SEA 43-1362,KI,239,660,70,42,351,0
RNT 11-1109,KI,76,484,83,21,180,0
SEA 46-2330,KI,157,420,48,27,232,0
TOLT,KI,91,317,79,18,188,0
NATHAN,KI,132,507,133,32,297,0
DUV 45-2959,KI,137,514,101,29,267,0
SNQ 05-1097,KI,82,402,73,22,177,0
SEA 11-1624,KI,128,577,67,13,208,0
MABEL,KI,139,331,53,20,212,0
BUR 34-1058,KI,171,493,113,31,315,0
BUR 34-1059,KI,145,614,151,25,321,0
BUR 34-1057,KI,223,660,153,46,423,1
BOT 01-2495,KI,165,580,110,29,304,0
SEA 46-2339,KI,111,330,47,13,171,0
FED 30-3080,KI,80,499,79,13,172,0
LFP 46-1056,KI,208,536,94,30,332,0
FED 30-3087,KI,124,508,106,29,259,0
FED 30-3086,KI,126,526,116,37,279,0
FED 30-3088,KI,118,538,126,19,263,0
SEA 46-2333,KI,148,371,48,25,221,0
SEA 46-2332,KI,105,248,41,19,165,0
SEA 46-2335,KI,149,609,91,28,268,0
SEA 46-2334,KI,222,573,88,33,343,0
SEA 46-2337,KI,116,347,48,21,185,0
SEA 46-2336,KI,220,707,103,27,350,0
KIR 45-3640,KI,88,311,53,11,152,0
KIR 45-3646,KI,58,276,32,11,101,0
SEA 34-1458,KI,165,376,56,25,246,0
SEA 34-1459,KI,103,272,47,25,175,0
SEA 34-1454,KI,115,306,52,13,180,0
SEA 34-1455,KI,257,956,125,46,428,0
SEA 34-1456,KI,166,428,55,27,248,0
SEA 34-1457,KI,235,687,106,44,385,0
SEA 34-1450,KI,119,301,53,16,188,0
SEA 34-1451,KI,104,330,46,28,178,0
SEA 34-1452,KI,114,275,40,16,170,0
SEA 34-1453,KI,120,264,37,17,174,0
SHL 32-0296,KI,127,377,60,14,201,0
SAM 41-3654,KI,159,475,103,25,287,0
COV 47-2982,KI,117,553,110,24,251,0
SEA 32-2216,KI,118,338,54,31,203,0
KEN 47-2585,KI,228,819,160,43,431,0
BEL 48-0125,KI,125,405,60,16,201,0
BEL 48-0126,KI,126,354,50,22,198,0
BEL 48-0127,KI,96,393,46,19,161,0
RNT 11-2581,KI,145,668,148,29,322,0
FED 30-3395,KI,56,272,73,14,143,0
RAVENSDALE,KI,118,497,116,18,252,0
BUR 34-0900,KI,90,391,90,14,194,0
SEA 37-3647,KI,91,447,41,14,146,0
KEN 47-1151,KI,113,398,91,25,229,0
SEA 32-2537,KI,135,396,61,17,213,0
SEA 32-2539,KI,279,788,115,53,447,0
BEL 48-0694,KI,171,556,87,21,279,0
SEA 46-2142,KI,226,674,92,39,357,0
SEA 46-2143,KI,93,285,56,14,163,0
SEA 46-2145,KI,200,497,68,29,297,0
MERGANSER,KI,184,627,136,31,351,0
DIAMOND,KI,62,227,48,10,120,0
M-V 05-0528,KI,106,344,129,31,266,0
CAR 05-3290,KI,152,515,126,31,309,0
SHL 32-1038,KI,82,254,42,12,136,0
AUB 30-0053,KI,74,437,100,11,185,0
SEA 43-1334,KI,168,446,65,29,262,0
SNO-VALLEY,KI,206,760,163,39,408,0
JEFFERSON,KI,227,829,148,29,404,0
SAM 41-0307,KI,176,525,80,35,291,0
SEA 34-3682,KI,122,386,53,17,192,0
