Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Ivey,5629,BE,NULL,110,67
Canyon,5630,BE,NULL,199,47
Miller(*),5631,BE,NULL,0,0
Candy,5632,BE,NULL,2,3
French,5633,BE,NULL,22,9
Shockley,5634,BE,NULL,3,2
Liberty(*),5635,BE,NULL,0,0
Gage(*),5636,BE,NULL,0,0
Orchard,5637,BE,NULL,12,2
White Bluffs,5638,BE,NULL,268,78
(none),5639,BE,NULL,179,45
105,6105,BE,NULL,121,39
110,6110,BE,NULL,172,39
115,6115,BE,NULL,151,34
120,6120,BE,NULL,226,33
125,6125,BE,NULL,151,25
130,6130,BE,NULL,196,41
135,6135,BE,NULL,163,47
140,6140,BE,NULL,160,43
145,6145,BE,NULL,262,65
150,6150,BE,NULL,234,58
151,6151,BE,NULL,363,66
155,6155,BE,NULL,268,71
160,6160,BE,NULL,251,51
165,6165,BE,NULL,149,36
170,6170,BE,NULL,119,67
175,6175,BE,NULL,329,73
180,6180,BE,NULL,96,37
185,6185,BE,NULL,78,29
186,6186,BE,NULL,57,32
190,6190,BE,NULL,202,54
195,6195,BE,NULL,146,56
200,6200,BE,NULL,147,40
205,6205,BE,NULL,106,60
210,6210,BE,NULL,116,51
215,6215,BE,NULL,118,51
220,6220,BE,NULL,93,53
225,6225,BE,NULL,166,45
230,6230,BE,NULL,120,41
235,6235,BE,NULL,118,46
240,6240,BE,NULL,246,77
245,6245,BE,NULL,117,62
250,6250,BE,NULL,179,56
255,6255,BE,NULL,141,80
260,6260,BE,NULL,146,42
265,6265,BE,NULL,131,73
270,6270,BE,NULL,214,56
271,6271,BE,NULL,91,32
275,6275,BE,NULL,73,39
278,6278,BE,NULL,211,70
279,6279,BE,NULL,88,21
280,6280,BE,NULL,258,46
281,6281,BE,NULL,294,48
282,6282,BE,NULL,306,68
283,6283,BE,NULL,172,36
284,6284,BE,NULL,178,35
285,6285,BE,NULL,316,72
286,6286,BE,NULL,159,27
287,6287,BE,NULL,111,49
288,6288,BE,NULL,170,49
289,6289,BE,NULL,315,61
290,6290,BE,NULL,205,63
291,6291,BE,NULL,206,86
292,6292,BE,NULL,132,49
293,6293,BE,NULL,108,33
295,6295,BE,NULL,186,52
300,6300,BE,NULL,197,43
301,6301,BE,NULL,184,54
305,6305,BE,NULL,213,38
310,6310,BE,NULL,227,46
311,6311,BE,NULL,0,0
315,6315,BE,NULL,304,66
316,6316,BE,NULL,0,0
320,6320,BE,NULL,283,80
